5.019,21.2,34.41,14.4
5.403,14.7,26.82,13.4
5.468,14.7,26.42,15.6
4.903,14.7,29.29,11.8
6.13,14.7,27.8,13.8
5.628,14.7,16.65,15.6
4.926,14.7,29.53,14.6
5.186,14.7,28.32,17.8
5.597,14.7,21.45,15.4
6.122,14.7,14.1,21.5
5.404,14.7,13.28,19.6
5.012,14.7,12.12,15.3
5.709,14.7,15.79,19.4
6.129,14.7,15.12,17
6.152,14.7,15.02,15.6
5.272,14.7,16.14,13.1
6.943,14.7,4.59,41.3
6.066,14.7,6.43,24.3
6.51,14.7,7.39,23.3
6.25,14.7,5.5,27
5.854,14.7,11.64,22.7
6.101,14.7,9.81,25
5.877,14.7,12.14,23.8
6.319,14.7,11.1,23.8
6.402,14.7,11.32,22.3
5.875,14.7,14.43,17.4
5.88,14.7,12.03,19.1
5.572,16.6,14.69,23.1
6.416,16.6,9.04,23.6
5.859,16.6,9.64,22.6
6.546,16.6,5.33,29.4
6.02,16.6,10.11,23.2
6.315,16.6,6.29,24.6
6.86,16.6,6.92,29.9
6.98,17.8,5.04,37.2
7.765,17.8,7.56,39.8
6.144,17.8,9.45,36.2
7.155,17.8,4.82,37.9
6.563,17.8,5.68,32.5
5.604,17.8,13.98,26.4
6.153,17.8,13.15,29.6
6.782,15.2,6.68,32
6.556,15.2,4.56,29.8
7.185,15.2,5.39,34.9
6.951,15.2,5.1,37
6.739,15.2,4.69,30.5
7.178,15.2,2.87,36.4
6.8,15.6,5.03,31.1
6.604,15.6,4.38,29.1
7.287,12.6,4.08,33.3
7.107,12.6,8.61,30.3
7.274,12.6,6.62,34.6
6.975,17,4.56,34.9
7.135,17,4.45,32.9
6.162,14.7,7.43,24.1
7.61,14.7,3.11,42.3
7.853,14.7,3.81,48.5
5.891,18.6,10.87,22.6
6.326,18.6,10.97,24.4
5.783,18.6,18.06,22.5
6.064,18.6,14.66,24.4
5.344,18.6,23.09,20
5.96,18.6,17.27,21.7
5.404,18.6,23.98,19.3
5.807,18.6,16.03,22.4
6.375,18.6,9.38,28.1
5.412,18.6,29.55,23.7
6.182,18.6,9.47,25
5.888,16.4,13.51,23.3
6.642,16.4,9.69,28.7
5.951,16.4,17.92,21.5
6.373,16.4,10.5,23
6.951,17.4,9.71,26.7
6.164,17.4,21.46,21.7
6.879,17.4,9.93,27.5
6.618,17.4,7.6,30.1
8.266,17.4,4.14,44.8
8.04,17.4,3.13,37.6
7.163,17.4,6.36,31.6
7.686,17.4,3.92,46.7
6.487,19.1,5.9,24.4
6.438,19.1,3.59,24.8
6.957,19.1,3.53,29.6
8.259,19.1,3.54,42.8
6.108,16.4,6.57,21.9
5.876,16.4,9.25,20.9
7.454,15.9,3.11,44
7.333,13,7.79,36
6.842,13,6.9,30.1
7.203,13,9.59,33.8
7.52,13,7.26,43.1
8.398,13,5.91,48.8
7.327,13,11.25,31
7.206,13,8.1,36.5
5.56,13,10.45,22.8
7.014,13,14.79,30.7
8.297,13,7.44,50
7.47,13,3.16,43.5
5.92,18.6,13.65,20.7
5.856,18.6,13,21.1
6.24,18.6,6.59,25.2
6.538,18.6,7.73,24.4
7.691,18.6,6.58,35.2
6.758,17.6,3.53,32.4
6.854,17.6,2.98,32
7.267,17.6,6.05,33.2
6.826,17.6,4.16,33.1
6.482,17.6,7.19,29.1
6.812,14.9,4.85,35.1
7.82,14.9,3.76,45.4
6.968,14.9,4.59,35.4
7.645,14.9,3.01,46
7.088,15.3,7.85,32.2
6.453,15.3,8.23,22
6.23,18.2,12.93,20.1
6.209,16.6,7.14,23.2
6.315,16.6,7.6,22.3
6.565,16.6,9.51,24.8
6.861,19.2,3.33,28.5
7.148,19.2,3.56,37.3
6.266,18.4,7.9,21.6
6.567,18.4,9.28,23.8
5.705,18.4,11.5,16.2
5.914,18.4,18.33,17.8
5.782,18.4,15.94,19.8
6.382,18.4,10.36,23.1
6.113,18.4,12.73,21
6.426,19.6,7.2,23.8
6.376,19.6,6.87,23.1
6.041,19.6,7.7,20.4
5.708,19.6,11.74,18.5
6.415,19.6,6.12,25
6.431,19.6,5.08,24.6
6.312,19.6,6.15,23
6.083,19.6,12.79,22.2
5.868,16.9,9.97,19.3
6.333,16.9,7.34,22.6
6.144,16.9,9.09,19.8
5.706,16.9,12.43,17.1
6.031,16.9,7.83,19.4
6.316,20.2,5.68,22.2
6.31,20.2,6.75,20.7
6.037,20.2,8.01,21.1
5.869,20.2,9.8,19.5
5.895,20.2,10.56,18.5
6.059,20.2,8.51,20.6
5.985,20.2,9.74,19
5.968,20.2,9.29,18.7
7.241,15.5,5.49,32.7
6.54,15.9,8.65,16.5
6.696,17.6,7.18,23.9
6.874,17.6,4.61,31.2
6.014,18.8,10.53,17.5
5.898,18.8,12.67,17.2
6.516,17.9,6.36,23.1
6.635,17,5.99,24.5
6.939,19.7,5.89,26.6
6.49,19.7,5.98,22.9
6.579,18.3,5.49,24.1
5.884,18.3,7.79,18.6
6.728,17,4.5,30.1
5.663,22,8.05,18.2
5.936,22,5.57,20.6
6.212,20.2,17.6,17.8
6.395,20.2,13.27,21.7
6.127,20.2,11.48,22.7
6.112,20.2,12.67,22.6
6.398,20.2,7.79,25
6.251,20.2,14.19,19.9
5.362,20.2,10.19,20.8
5.803,20.2,14.64,16.8
3.561,20.2,7.12,27.5
4.963,20.2,14,21.9
3.863,20.2,13.33,23.1
4.906,20.2,34.77,13.8
4.138,20.2,37.97,13.8
7.313,20.2,13.44,15
6.649,20.2,23.24,13.9
6.794,20.2,21.24,13.3
6.38,20.2,23.69,13.1
6.223,20.2,21.78,10.2
6.968,20.2,17.21,10.4
6.545,20.2,21.08,10.9
5.536,20.2,23.6,11.3
5.52,20.2,24.56,12.3
4.368,20.2,30.63,8.8
5.277,20.2,30.81,7.2
4.652,20.2,28.28,10.5
5,20.2,31.99,7.4
4.88,20.2,30.62,10.2
5.39,20.2,20.85,11.5
5.713,20.2,17.11,15.1
6.051,20.2,18.76,23.2
5.036,20.2,25.68,9.7
6.193,20.2,15.17,13.8
5.887,20.2,16.35,12.7
6.471,20.2,17.12,13.1
6.405,20.2,19.37,12.5
5.747,20.2,19.92,8.5
5.453,20.2,30.59,5
5.852,20.2,29.97,6.3
5.987,20.2,26.77,5.6
6.343,20.2,20.32,7.2
6.404,20.2,20.31,12.1
5.349,20.2,19.77,8.3
5.531,20.2,27.38,8.5
5.683,20.2,22.98,5
4.138,20.2,23.34,11.9
5.608,20.2,12.13,27.9
5.617,20.2,26.4,17.2
6.852,20.2,19.78,27.5
5.757,20.2,10.11,15
6.657,20.2,21.22,17.2
4.628,20.2,34.37,17.9
5.155,20.2,20.08,16.3
4.519,20.2,36.98,7
6.434,20.2,29.05,7.2
6.782,20.2,25.79,7.5
5.304,20.2,26.64,10.4
5.957,20.2,20.62,8.8
5.818,20.2,22.11,10.5
6.406,20.2,19.52,17.1
6.219,20.2,16.59,18.4
6.485,20.2,18.85,15.4
5.854,20.2,23.79,10.8
6.459,20.2,23.98,11.8
6.341,20.2,17.79,14.9
6.251,20.2,16.44,12.6
6.185,20.2,18.13,14.1
6.417,20.2,19.31,13
6.749,20.2,17.44,13.4
6.655,20.2,17.73,15.2
6.297,20.2,17.27,16.1
7.393,20.2,16.74,17.8
6.728,20.2,18.71,14.9
6.525,20.2,18.13,14.1
5.976,20.2,19.01,12.7
5.936,20.2,16.94,13.5
6.301,20.2,16.23,14.9
6.081,20.2,14.7,20
6.701,20.2,16.42,16.4
6.376,20.2,14.65,17.7
6.317,20.2,13.99,19.5
6.513,20.2,10.29,20.2
6.209,20.2,13.22,21.4
5.759,20.2,14.13,19.9
5.952,20.2,17.15,19
6.003,20.2,21.32,19.1
5.926,20.2,18.13,19.1
5.713,20.2,14.76,20.1
6.167,20.2,16.29,19.9
6.229,20.2,12.87,19.6
6.437,20.2,14.36,23.2
6.98,20.2,11.66,29.8
5.427,20.2,18.14,13.8
6.162,20.2,24.1,13.3
6.484,20.2,18.68,16.7
5.304,20.2,24.91,12
6.185,20.2,18.03,14.6
6.229,20.2,13.11,21.4
6.242,20.2,10.74,23
6.75,20.2,7.74,23.7
7.061,20.2,7.01,25
5.762,20.2,10.42,21.8
5.871,20.2,13.34,20.6
6.312,20.2,10.58,21.2
6.114,20.2,14.98,19.1
5.905,20.2,11.45,20.6
5.454,20.1,18.06,15.2
5.414,20.1,23.97,7
5.093,20.1,29.68,8.1
5.983,20.1,18.07,13.6
5.983,20.1,13.35,20.1
5.707,19.2,12.01,21.8
5.926,19.2,13.59,24.5
5.67,19.2,17.6,23.1
5.39,19.2,21.14,19.7
5.794,19.2,14.1,18.3
6.019,19.2,12.92,21.2
5.569,19.2,15.1,17.5
6.027,19.2,14.33,16.8
6.593,21,9.67,22.4
6.12,21,9.08,20.6
6.976,21,5.64,23.9
6.794,21,6.48,22
6.03,21,7.88,11.9
